Extensive Reading Foundation Graded Reader List																											
Macmillan ELT					Level Info					Wordcount / Length				M-Reader		Genre & Audience			Publication Data								Further Information
ERF code	Publisher	Title ERF Language Learner Literature Awards: LLLA Winners in Red, Finalists in Blue	Author(s)	Series	Publisher level	Headwords	ERF level (E) Early (M) Mid (H) High	Common European Framework CEF level	Yomi- yasusa level (YL) Average	Word count  (body only)	Additional material wordcount	Actual or Estimated count?	Book length (Pages)	Quiz  Avaliable? (Y)es, (N)o,  (S)oon	MReader Reading Level [RL]	Fiction (F) Nonfiction (NF)	Genre mystery, adventure, love, horror, etc.	Target age group: children, teen, adult, etc.	ISBN A (without CD/CD-ROM)	ISBN B (with CD/CD-ROM)	ISBN C (eBook)	ISBN D (Audiobook)	ISBN E (?)	Copyright  Year	Year First Published	In print?	Notes on publishing history, awards, special features, etc.
MMR6	Macmillan Publishing	Of Mice and Men	John Steinbeck	Macmillan Readers	Upper-Intermediate	2,200	Upper Int. (H)	Upper Intermediate- B2	4.5-5.0	21,968		A	112	N	9	F	Human Interest/History 	Teen-Adult	978-0-2300-3106-7	N/A	N/A	N/A		2009	2009	Y	
MMR6	Macmillan Publishing	Officially Dead	Richard Prescott	Macmillan Readers	Upper-Intermediate	2,200	Upper Int. (H)	Upper Intermediate- B2	4.5-5.0	22,034		A	112	Y	9	F	Crime/Detection/Adventure/Thriller/Spy/Romance	Teen-Adult	9780230030534	978-1-405-07684-5	9780230718494	9780230491199		2007	2007	Y	
MMR6	Macmillan Publishing	Our Mutual Friend	Charles Dickens	Macmillan Readers	Upper-Intermediate	2,200	Upper Int. (H)	Upper Intermediate- B2	4.5-5.0	22,009		A	128	Y	9	F	Human Interest/Crime/Detection	Teen-Adult	978-1-405-07329-5	N/A	9780230437227	N/A		2005	2005	Y	
MMR6	Macmillan Publishing	Rebecca	Daphne du Maurier	Macmillan Readers	Upper-Intermediate	2,200	Upper Int. (H)	Upper Intermediate- B2	4.5-5.0	35,309		A	144	Y	9	F	Romance/Crime/Detection	Teen-Adult	9780230030541	978-1-405-07713-2	9780230445659	9780230445680		2005	2005	Y	LLLA Finalist 2004
MMR6	Macmillan Publishing	Vanity Fair	William Makepeace Thackeray	Macmillan Readers	Upper-Intermediate	2,200	Upper Int. (H)	Upper Intermediate- B2	4.5-5.0	34,946		A	144	Y	9	F	Human Interest/Romance 	Teen-Adult	978-1-405-08392-8	N/A	9780230722989	N/A		2006	2006	Y	
MMR6	Macmillan Publishing	Weep Not Child	Ngugi wa Thiongo	Macmillan Readers	Upper-Intermediate	2,200	Upper Int. (H)	Upper Intermediate- B2	4.5-5.0	13,210		A	96	Y	9	F	Human Interest/Adventure/Thriller/Spy 	Teen-Adult	978-1-405-07331-8	N/A	N/A	N/A		2005	2005	Y	
MCUR		Brazil	Susan Holden and Alberta White	Macmillan Cultural Readers	Elementary	1,100	Elementary (M)	A2	2.8-3.2	19,047		A	96			NF	Culture/Human Interest/History	Teen-Adult	978 0 230 45419 4	9780230454163	9780230469945	9780230490864		2013	2013	Y	
MCUR		England	Rachel Bladon	Macmillan Cultural Readers	Pre-Intermediate	1,400	Intermediate (H)	A2-B1	3.4-3.6	24,008		A	96			NF	Culture/Human Interest/History	Teen-Adult	978 0 2304 3642 8	9780230436428	9780230463172	9780230490871		2013	2013	Y	
MCUR		Italy	Coleen Degnan-Veness	Macmillan Cultural Readers	Pre-Intermediate	1,400	Intermediate (H)	A2-B1	3.4-3.6	20,803		A	96			NF	Culture/Human Interest/History	Teen-Adult	978 0 2304 7016 3	9780230470163	9780230484535	9780230491823		2015	2015	Y	
MCUR		United States of America	Coleen Degnan-Veness with Chantal Veness	Macmillan Cultural Readers	Pre-Intermediate	1,400	Intermediate (H)	A2-B1	3.4-3.6	21,639		A	96			NF	Culture/Human Interest/History	Teen-Adult	978 0 2304 3641 1	9780230436411	9780230463233	9780230490888		2013	2013	Y	
MCUR		China	Jennifer Gascoigne	Macmillan Cultural Readers	Intermediate	1,600	Upper Int. (H)	B1	3.6-4.0	24,152		A	96			NF	Culture/Human Interest/History	Teen-Adult	978 0 2304 6040 9	9780230460409	9780230474413	9780230491670		2014	2014	Y	
MCUR		Australia	Jennifer Gascoigne	Macmillan Cultural Readers	Upper-Intermediate	2,200	Upper Int. (H)	B2	4.5-5.0	26,890		A	96			NF	Culture/Human Interest/History	Teen-Adult	978 0 2304 7028 6	9780230470286	9780230484603	9780230491830		2015	2015	Y	
MLC-U	Macmillan Publishing	Adventure Stories	Jack London, Victor Hugo, Doris Lesssing, Robert Louis Stevenson, H E Bates (Additional Material: Jo Hathaway, Mark Irvine)	Macmillan Literature Collection	Advanced	2,200	Upper Int. (H)	Advanced - C2	4.8	20,000	20000	E	200	N		F	Adventure	Teen-Adult	9780230408548	N/A	N/A	N/A		2011	2011	Y	
MLC-U	Macmillan Publishing	American Stories	Additional material by Lesley Thompson, Ceri Jones	Macmillan Literature Collection	Advanced	2,200	Upper Int. (H)	Advanced - C2	4.8	20,000	20000	E		N		F	American Stories	Teen-Adult	9780230716896	N/A	N/A	N/A		2009	2009	Y	
MCL-U		Animal Stories	Additional material by Daniel Barber	Macmillan Literature Collection	Advanced	2,200	Upper Int. (H)	Advanced - C2		66,500		E	200			F	Animals	Teen-Adult	9780230470293	N/A	N/A	N/A		2015	2015	Y	
MLC-U	Macmillan Publishing	Crime Stories	Edgar Allan Poe, Sir Arthur Conan Doyle, G K Chesterton, Ruth Rendell, Alexander McCall Smith (Additional Material: Ceri Jones)	Macmillan Literature Collection	Advanced	2,200	Upper Int. (H)	Advanced - C2	4.8	20,000	20000	E	207	N		F	Crime	Teen-Adult	9780230410305	N/A	N/A	N/A		2011	2011	Y	
MLC-U	Macmillan Publishing	Horror Stories	Sir Arthur Conan Doyle, M R James, W W Jacobs, Fritz Leiber, Jane Gardam (Additional Material: Ceri Jones)	Macmillan Literature Collection	Advanced	2,200	Upper Int. (H)	Advanced - C2	4.8	20,000	20000	E	183	N		F	Horror	Teen-Adult	9780230716933	N/A	N/A	N/A		2009	2009	Y	
MLC-U	Macmillan Publishing	Love Stories	Additional Material by Lesley Thompson)	Macmillan Literature Collection	Advanced	2,200	Upper Int. (H)	Advanced - C2	4.8	20,000	20000	E		N		F	Love	Teen-Adult	9780230716926	N/A	N/A	N/A		2009	2009	Y	
MLC-U	Macmillan Publishing	Mystery Stories	Sir Arthur Conan Doyle, Cleveland Moffett, Roald Dahl, Charlotte Perkins Gilman, Frank R. Stockton (Additional Material: Ceri Jones, Daniel Barber)	Macmillan Literature Collection	Advanced	2,200	Upper Int. (H)	Advanced - C2	4.8	28,092		A	208	N		F	Mystery	Teen-Adult	9780230441200	N/A	N/A	N/A		2013	2013	Y	
MLC-U	Macmillan Publishing	Science Fiction Stories	Philip K Dick, Ray Bradbury, Arthur C Clarke, Stanley Weinbaum, Jack London (Additional Material: Ceri Jones)	Macmillan Literature Collection	Advanced	2,200	Upper Int. (H)	Advanced - C2	4.8	20,000	20000	E	199	N		F	Science Fiction	Teen-Adult	9780230716919	N/A	N/A	N/A		2009	2009	Y	
MLC-U	Macmillan Publishing	Travel Stories	Graham Greene, Michael Palin, Eric Newby, Cill Bryson, Robert Louis Stevenson, Ewan McGregor and Charlie Boorman (Additional Material: Lesley Thompson)	Macmillan Literature Collection	Advanced	2,200	Upper Int. (H)	Advanced - C2	4.8	20,000	20000	E	212	N		F	Travel	Teen-Adult	9780230408524	N/A	N/A	N/A		2011	2011	Y	
MLC-U	Macmillan Publishing	Twentieth Century Stories	D H Lawrence, William Trevor, F Scott Fitzgerald, Roald Dahl, Tobias Wolff, Annie Proulx (Additional Material: Ceri Jones)	Macmillan Literature Collection	Advanced	2,200	Upper Int. (H)	Advanced - C2	4.8	20,000	20000	E	205	N		F	Twentieth Century	Teen-Adult	9780230408531	N/A	N/A	N/A		2011	2011	Y	
MLC-U	Macmillan Publishing	World Stories	Katherine Mansfield, Anton Chekhov, Henry Lawson, Anita Desai, Horacio Quiroga, Leila Aboulela (Additional Material: Ceri Jones, Lesley Thompson, Angela Llanas, Libby Williams)	Macmillan Literature Collection	Advanced	2,200	Upper Int. (H)	Advanced - C2	4.8	28,624		A	192	N		F	World	Teen-Adult	9780230441194	N/A	N/A	N/A		2013	2013	Y	
MLC-U		Food Stories	D. Barber; C. Jones; L. M. Alcott; A. Daudet; J. London; L. Esquivel; D. Runyon	Macmillan Literature Collection	Advanced	2,200	Advanced (H)	Advanced - C2		57,970		E		N		F	Human Interest	Teen-Adult	9780230463912	N/A	N/A	N/A		2014	2014	Y	
NWR1	Macmillan Publishing	Bookshop Trick, The	John Escott, Alan Mclean	New Wave Readers	1	NA	Beginner (H)	A1	0.8	650		E		Y		F		Teen	9780435277000	N/A	N/A	N/A		1991	1991	N	
NWR1	Macmillan Publishing	Brilliant!	Alan Mclean	New Wave Readers	1	NA	Beginner (H)	A1	0.8	800		E		N	1	F		Teen	9780435277024	N/A	N/A	N/A		1991	1991	N	
NWR1	Macmillan Publishing	Fire	Karen E Spiller, Alan Mclean	New Wave Readers	1	NA	Beginner (H)	A1	0.8	600		E		Y	1	F		Teen	9780435277031	N/A	N/A	N/A		1991	1991	N	
NWR1	Macmillan Publishing	Free the Dolphins!	Stella Martin, Alan Mclean	New Wave Readers	1	NA	Beginner (H)	A1	0.8	600		E		Y	1	F		Teen	9780435277048	N/A	N/A	N/A		1994	1994	N	
NWR1	Macmillan Publishing	Music of Love, The	Alan Mclean	New Wave Readers	1	NA	Beginner (H)	A1	0.8	600		E		Y	1	F		Teen	9780435277055	N/A	N/A	N/A		1994	1994	N	
NWR1	Macmillan Publishing	Star Picture	John Escott, Alan Mclean	New Wave Readers	1	NA	Beginner (H)	A1	0.8	750		E		Y	1	F		Teen	9780435277017	N/A	N/A	N/A		1991	1991	N	
NWR2	Macmillan Publishing	Double Danger	Tony Hopwood, Alan Mclean	New Wave Readers	2	NA	Elementary (M)	A1?	1.2	1,800		E		Y	2	F		Teen	9780435277246	N/A	N/A	N/A		1991	1991	N	
NWR2	Macmillan Publishing	Escape from Castle Czarka	Alan Mclean	New Wave Readers	2	NA	Elementary (M)	A1?	1.2	2,000		E		Y	2	F		Teen	9780435277284	N/A	N/A	N/A		1994	1994	N	
NWR2	Macmillan Publishing	House on the Moors, The	Paul Shipton, Alan Mclean	New Wave Readers	2	NA	Elementary (M)	A1?	1.2	2,100		E		Y	2	F		Teen	9780435277291	N/A	N/A	N/A		1994	1994	N	
NWR2	Macmillan Publishing	Karateka	Marje Brash, Sue Leather, Alan Mclean	New Wave Readers	2	NA	Elementary (M)	A1?	1.2	1,700		E		Y	2	F		Teen	9780435277253	N/A	N/A	N/A		1991	1991	N	
NWR2	Macmillan Publishing	Kate's Revenge	Philip Prowse, Alan Mclean	New Wave Readers	2	NA	Elementary (M)	A1?	1.2	2,000		E		Y	2	F		Teen	9780435277260	N/A	N/A	N/A		1991	1991	N	
NWR2	Macmillan Publishing	Zargon Zoo	Paul Shipton, Alan Mclean	New Wave Readers	2	NA	Elementary (M)	A1?	1.2	1,600		E		Y	2	F		Teen	9780435277277	N/A	N/A	N/A		1991	1991	N	
NWR3	Macmillan Publishing	Born to Run	Alan Mclean	New Wave Readers	3	NA	Intermediate (M)	A2	2.5	3,000		E		N	4	F		Teen	9780435278168	N/A	N/A	N/A		1989	1989	N	
NWR3	Macmillan Publishing	Dancing Shoes	Colin Granger, Alan Mclean	New Wave Readers	3	NA	Intermediate (M)	A2	2.5	3,000		E		Y	4	F		Teen	9780435277697	N/A	N/A	N/A		1989	1989	N	
NWR3	Macmillan Publishing	Murder at Mortlock Hall	Ann Dallas, Alan Mclean	New Wave Readers	3	NA	Intermediate (M)	A2	2.5	3,200		E		Y	4	F		Teen	9780435277710	N/A	N/A	N/A		1989	1989	N	
NWR3	Macmillan Publishing	One Pair of Eyes	Caroline Laidlaw, Alan Mclean	New Wave Readers	3	NA	Intermediate (M)	A2	2.5	3,000		E		Y	4	F		Teen	9780435277703	N/A	N/A	N/A		1989	1989	N	
NWR3	Macmillan Publishing	Sheela and the Robbers	John Escott, Alan Mclean	New Wave Readers	3	NA	Intermediate (M)	A2	2.5	3,000		E		N	4	F		Teen	9780435277673	N/A	N/A	N/A		1989	1989	N	
NWR3	Macmillan Publishing	Smiling Buddha	Cathleen Palmer, Alan Mclean	New Wave Readers	3	NA	Intermediate (M)	A2	2.5	3,000		E		Y	4	F		Teen	9780435277680	N/A	N/A	N/A		1989	1989	N	
NWR4	Macmillan Publishing	Clara	Elizabeth Mcdowall, Alan Mclean	New Wave Readers	4	NA	Intermediate (H)	B1	3.1	3,790		E		Y	6	F		Teen	9780435277628	N/A	N/A	N/A		1988	1988	N	
NWR4	Macmillan Publishing	Colombian Connection, The	Alan Mclean	New Wave Readers	4	NA	Intermediate (H)	B1	3.1	6,900		E		Y	6	F		Teen	9780435277604	N/A	N/A	N/A		1988	1988	N	
NWR4	Macmillan Publishing	Countdown to Midnight	Caroline Laidlaw, Alan Mclean	New Wave Readers	4	NA	Intermediate (H)	B1	3.1	2,650		E		Y	6	F		Teen	9780435277635	N/A	N/A	N/A		1988	1988	N	
NWR4	Macmillan Publishing	Last Recording, The	Tony Hopwood, Alan Mclean	New Wave Readers	4	NA	Intermediate (H)	B1	3.1	3,000		E		Y	6	F		Teen	9780435277611	N/A	N/A	N/A		1988	1988	N	
NWR4	Macmillan Publishing	Poor Little Rich Girl	Elaine O'Reilly, Alan Mclean	New Wave Readers	4	NA	Intermediate (H)	B1	3.1	3,000		E		Y	6	F		Teen	9780435277659	N/A	N/A	N/A		1988	1988	N	
NWR4	Macmillan Publishing	Singer Not the Song, The	Liz Driscoll, Alan Mclean	New Wave Readers	4	NA	Intermediate (H)	B1	3.1	2,500		E		Y	6	F		Teen	9780435277642	N/A	N/A	N/A		1988	1988	N	
NWR5	Macmillan Publishing	Away Match	Susan Axbey, Alan Mclean	New Wave Readers	5	NA	Upper Int. (H)	B2	3.5	10,000		E		Y	7	F		Teen	9780435277758	N/A	N/A	N/A		1991	1991	N	
NWR5	Macmillan Publishing	Killer in the Jungle	Cathleen Palmer, Alan Mclean	New Wave Readers	5	NA	Upper Int. (H)	B2	3.5	7,200		E		Y	7	F		Teen	9780435277727	N/A	N/A	N/A		1991	1991	N	
NWR5	Macmillan Publishing	Lost in London	Colin Granger, Alan Mclean	New Wave Readers	5	NA	Upper Int. (H)	B2	3.5	6,640		E		Y	7	F		Teen	9780435277765	N/A	N/A	N/A		1991	1991	N	
NWR5	Macmillan Publishing	Case of the Missing Madonna, The	Alan Mclean	New Wave Readers	5	NA	Upper Int. (H)	B2	3.5	11,000		E		Y	7	F		Teen	9780435277734	N/A	N/A	N/A		1991	1991	N	
NWR5	Macmillan Publishing	Mystery in Mallorca	Alan Mclean	New Wave Readers	5	NA	Upper Int. (H)	B2	3.5	9,900		E		Y	7	F		Teen	9780435277772	N/A	N/A	N/A		1991	1991	N	
NWR5	Macmillan Publishing	Wish At Corroboree Rock	Stella Martin, Alan Mclean	New Wave Readers	5	NA	Upper Int. (H)	B2	3.5	8,000		E		Y	7	F		Teen	9780435277741	N/A	N/A	N/A		1991	1991	N	
MNSSR	Macmillan Publishing	Animals Need Water		Macmillan Natural and Social Science Spain Reader	1									N				Children	9780230404083	N/A	N/A	N/A		2010	2010	Y	Spain Only
MNSSR	Macmillan Publishing	Bad Weather		Macmillan Natural and Social Science Spain Reader	1									N				Children	9780230404137	N/A	N/A	N/A		2011	2011	Y	Spain Only
MNSSR	Macmillan Publishing	Food		Macmillan Natural and Social Science Spain Reader	1									N				Children	9780230404120	N/A	N/A	N/A		2011	2011	Y	Spain Only
MNSSR	Macmillan Publishing	Helping at Home		Macmillan Natural and Social Science Spain Reader	1									N				Children	9780230404113	N/A	N/A	N/A		2011	2011	Y	Spain Only
MNSSR	Macmillan Publishing	Landscapes		Macmillan Natural and Social Science Spain Reader	1									N				Children	9780230404090	N/A	N/A	N/A		2010	2010	Y	Spain Only
MNSSR	Macmillan Publishing	Schools		Macmillan Natural and Social Science Spain Reader	1									N				Children	9780230404076	N/A	N/A	N/A		2010	2010	Y	Spain Only
MNSSR	Macmillan Publishing	Transport		Macmillan Natural and Social Science Spain Reader	1									N				Children	9780230404144	N/A	N/A	N/A		2011	2011	Y	Spain Only
MNSSR	Macmillan Publishing	What Is Made Of Wood		Macmillan Natural and Social Science Spain Reader	1									N				Children	9780230404106	N/A	N/A	N/A		2010	2010	Y	Spain Only
MNSSR	Macmillan Publishing	Animal Coverings		Macmillan Natural and Social Science Spain Reader	2									N				Children	9780230404151	N/A	N/A	N/A		2010	2010	Y	Spain Only
MNSSR	Macmillan Publishing	How Do Plants Grow?		Macmillan Natural and Social Science Spain Reader	2									N				Children	9780230404168	N/A	N/A	N/A		2010	2010	Y	Spain Only
MNSSR	Macmillan Publishing	Mains or Batteries?		Macmillan Natural and Social Science Spain Reader	2									N				Children	9780230404229	N/A	N/A	N/A		2011	2011	Y	Spain Only
MNSSR	Macmillan Publishing	Materials		Macmillan Natural and Social Science Spain Reader	2									N				Children	9780230404212	N/A	N/A	N/A		2011	2011	Y	Spain Only
MNSSR	Macmillan Publishing	Now and Then		Macmillan Natural and Social Science Spain Reader	2									N				Children	9780230404182	N/A	N/A	N/A		2010	2010	Y	Spain Only
MNSSR	Macmillan Publishing	Pushing		Macmillan Natural and Social Science Spain Reader	2									N				Children	9780230404175	N/A	N/A	N/A		2010	2010	Y	Spain Only
MNSSR	Macmillan Publishing	Sea Animals		Macmillan Natural and Social Science Spain Reader	2									N				Children	9780230404199	N/A	N/A	N/A		2011	2011	Y	Spain Only
MNSSR	Macmillan Publishing	The Sun		Macmillan Natural and Social Science Spain Reader	2									N				Children	9780230404205	N/A	N/A	N/A		2011	2011	Y	Spain Only
MNSSR	Macmillan Publishing	Animal Habitats		Macmillan Natural and Social Science Spain Reader	3									N				Children	9780230404274	N/A	N/A	N/A		2011	2011	Y	Spain Only
MNSSR	Macmillan Publishing	Carnivorous Plants		Macmillan Natural and Social Science Spain Reader	3									N				Children	9780230404304	N/A	N/A	N/A		2011	2011	Y	Spain Only
MNSSR	Macmillan Publishing	Dinosaur Fossils		Macmillan Natural and Social Science Spain Reader	3									N				Children	9780230404281	N/A	N/A	N/A		2011	2011	Y	Spain Only
MNSSR	Macmillan Publishing	Mammals		Macmillan Natural and Social Science Spain Reader	3									N				Children	9780230404236	N/A	N/A	N/A		2011	2011	Y	Spain Only
MNSSR	Macmillan Publishing	Rivers		Macmillan Natural and Social Science Spain Reader	3									N				Children	9780230404243	N/A	N/A	N/A		2011	2011	Y	Spain Only
MNSSR	Macmillan Publishing	The Water Cycle		Macmillan Natural and Social Science Spain Reader	3									N				Children	9780230404298	N/A	N/A	N/A		2011	2011	Y	Spain Only
MNSSR	Macmillan Publishing	Water and Air		Macmillan Natural and Social Science Spain Reader	3									N				Children	9780230404267	N/A	N/A	N/A		2011	2011	Y	Spain Only
MNSSR	Macmillan Publishing	Weather		Macmillan Natural and Social Science Spain Reader	3									N				Children	9780230404250	N/A	N/A	N/A		2011	2011	Y	Spain Only
MNSSR	Macmillan Publishing	Homes of the Past		Macmillan Natural and Social Science Spain Reader	4									N				Children	9780230404342	N/A	N/A	N/A		2011	2011	Y	Spain Only
MNSSR	Macmillan Publishing	Insects		Macmillan Natural and Social Science Spain Reader	4									N				Children	9780230404373	N/A	N/A	N/A		2011	2011	Y	Spain Only
MNSSR	Macmillan Publishing	Recycling		Macmillan Natural and Social Science Spain Reader	4									N				Children	9780230404380	N/A	N/A	N/A		2011	2011	Y	Spain Only
MNSSR	Macmillan Publishing	The Life Cycle of a Frog		Macmillan Natural and Social Science Spain Reader	4									N				Children	9780230404359	N/A	N/A	N/A		2011	2011	Y	Spain Only
MNSSR	Macmillan Publishing	The Life Process of Plants		Macmillan Natural and Social Science Spain Reader	4									N				Children	9780230404311	N/A	N/A	N/A		2011	2011	Y	Spain Only
MNSSR	Macmillan Publishing	The Moon		Macmillan Natural and Social Science Spain Reader	4									N				Children	9780230404366	N/A	N/A	N/A		2011	2011	Y	Spain Only
MNSSR	Macmillan Publishing	The Solar System		Macmillan Natural and Social Science Spain Reader	4									N				Children	9780230404328	N/A	N/A	N/A		2011	2011	Y	Spain Only
MNSSR	Macmillan Publishing	The states of Water		Macmillan Natural and Social Science Spain Reader	4									N				Children	9780230404335	N/A	N/A	N/A		2011	2011	Y	Spain Only
MNSSR	Macmillan Publishing	Arctic and Antarctica		Macmillan Natural and Social Science Spain Reader	5									N				Children	9780230430556	N/A	N/A	N/A		2012	2012	Y	Spain Only
MNSSR	Macmillan Publishing	Mini Beasts		Macmillan Natural and Social Science Spain Reader	5									N				Children	9780230430600	N/A	N/A	N/A		2011	2011	Y	Spain Only
MNSSR	Macmillan Publishing	Rivers		Macmillan Natural and Social Science Spain Reader	5									N				Children	9780230430587	N/A	N/A	N/A		2012	2012	Y	Spain Only
MNSSR	Macmillan Publishing	Spiders		Macmillan Natural and Social Science Spain Reader	5									N				Children	9780230430570	N/A	N/A	N/A		2012	2012	Y	Spain Only
MNSSR	Macmillan Publishing	The Biggest		Macmillan Natural and Social Science Spain Reader	5									N				Children	9780230430594	N/A	N/A	N/A		2011	2011	Y	Spain Only
MNSSR	Macmillan Publishing	The Romans		Macmillan Natural and Social Science Spain Reader	5									N				Children	9780230430624	N/A	N/A	N/A		2011	2011	Y	Spain Only
MNSSR	Macmillan Publishing	Volcanoes		Macmillan Natural and Social Science Spain Reader	5									N				Children	9780230430617	N/A	N/A	N/A		2011	2011	Y	Spain Only
MNSSR	Macmillan Publishing	Weather		Macmillan Natural and Social Science Spain Reader	5									N				Children	9780230430563	N/A	N/A	N/A		2012	2012	Y	Spain Only
MNSSR	Macmillan Publishing	Environment		Macmillan Natural and Social Science Spain Reader	6									N				Children	9780230430655	N/A	N/A	N/A		2012	2012	Y	Spain Only
MNSSR	Macmillan Publishing	Flight		Macmillan Natural and Social Science Spain Reader	6									N				Children	9780230430648	N/A	N/A	N/A		2011	2011	Y	Spain Only
MNSSR	Macmillan Publishing	Hurricanes		Macmillan Natural and Social Science Spain Reader	6									N				Children	9780230430679	N/A	N/A	N/A		2012	2012	Y	Spain Only
MNSSR	Macmillan Publishing	Sharks		Macmillan Natural and Social Science Spain Reader	6									N				Children	9780230430693	N/A	N/A	N/A		2011	2011	Y	Spain Only
MNSSR	Macmillan Publishing	Space		Macmillan Natural and Social Science Spain Reader	6									N				Children	9780230430631	N/A	N/A	N/A		2011	2011	Y	Spain Only
MNSSR	Macmillan Publishing	The Human Body		Macmillan Natural and Social Science Spain Reader	6									N				Children	9780230430709	N/A	N/A	N/A		2012	2012	Y	Spain Only
MNSSR	Macmillan Publishing	The Most Dangerous		Macmillan Natural and Social Science Spain Reader	6									N				Children	9780230430686	N/A	N/A	N/A		2012	2012	Y	Spain Only
MNSSR	Macmillan Publishing	The Rainforest		Macmillan Natural and Social Science Spain Reader	6									N				Children	9780230430662	N/A	N/A	N/A		2011	2011	Y	Spain Only
MRS1		Campfire Ghost Stories	Andy Boon	Read Smart Readers	1	1,000			1.9	6,000		A	64	N		F	Horror	Teen-Adult	9784777365197	N/A	N/A	N/A				Y	
MRS2		Conspiracy Theories	Andy Boon	Read Smart Readers	2	1,300			2.1	7,860		A	96	N		NF	Non-fiction	Teen-Adult	9784777365227	N/A	N/A	N/A				Y	
MRS2		Culture Shock in Japan	Andy Boon	Read Smart Readers	2	1,300			2.1	7,610		A	96	N			Culture	Teen-Adult	9784777364930	N/A	N/A	N/A				Y	
MRS2		Homestay in Australia	Patrick Hafenstein	Read Smart Readers	2	1,300			2.1	8,000		A	96	N		F	Adventure	Teen-Adult	9784777365210	N/A	N/A	N/A				Y	
MRS2		Homestay in the UK	Andy Boon	Read Smart Readers	2	1,300			2.1	8,390		A	96	N		F	Adventure	Teen-Adult	9784777364978	N/A	N/A	N/A				Y	
MRS2		Homestay in the USA	Gregory Strong	Read Smart Readers	2	1,300			2.1	8,000		A	96	N		F	Adventure	Teen-Adult	9784777365203	N/A	N/A	N/A				Y	
MRS2		Ice Station at the End of the World	Gregory Strong	Read Smart Readers	2	1,300			2.1	7,630		A	96	N		F	Adventure	Teen-Adult	9784777364947	N/A	N/A	N/A				Y	
MRS2		Japanese Communities around the World	Gregory Strong	Read Smart Readers	2	1,300			2.1	7,470		A	96	N		NF	Non-fiction	Teen-Adult	9784777364992	N/A	N/A	N/A				Y	
MRS3		Bradfield Push, The - New Sherlock Holmes 1	Hugh Ashton	Read Smart Readers	3	1,600			2.4	9,130		A	96	N		F	Mystery	Teen-Adult	9784777365005	N/A	N/A	N/A				Y	
MRS3		Click and Other Japanese Tales	Hugh Ashton	Read Smart Readers	3	1,600			2.4	9,090		A	104	N			Human Interest	Teen-Adult	9784777364961	N/A	N/A	N/A				Y	
MRS3		Haircuts and Another Japanese Tale	Hugh Ashton	Read Smart Readers	3	1,600			2.4	8,480		A	96	N			Human Interest	Teen-Adult	9784777364954	N/A	N/A	N/A				Y	
MRS3		This Is Facebook!	Andy Boon	Read Smart Readers	3	1,600			2.4	9,280		A	104	N		NF	Non-fiction	Teen-Adult	9784777364985	N/A	N/A	N/A				Y	
MRS4		World of "Anne of Green Gables", The	Nadia McKechnie	Read Smart Readers	4	2,000			2.7	10,000		A	112	N		NF	Non-fiction	Teen-Adult	9784777365180	N/A	N/A	N/A				Y	
MRS5		Story of the Kennedys, The	Hugh Ashton	Read Smart Readers	5	Unlimited			2.9	11,000		A	112	N		NF	Non-fiction	Teen-Adult	9784777365173	N/A	N/A	N/A				Y	
