Extensive Reading Foundation Graded Reader List																											
Oxford U. Press					Level Info					Word count / Length				M-Reader		Genre & Audience			Publication Data								Further Information
ERF code	Publisher	Title ERF Language Learner Literature Awards: LLLA Winners in Red, Finalists in Blue	Author(s)	Series	Publisher level	Headwords	ERF level (E) Early (M) Mid (H) High	Common European Framework CEF level	Yomi- yasusa level (YL) Average	Word count  (body only)	Additional material wordcount	Actual or Estimated count?	Book length (Pages)	Quiz  Avaliable? (Y)es, (N)o,  (S)oon	MReader Reading Level [RL]	Fiction (F) Nonfiction (NF)	Genre mystery, adventure, love, horror, etc.	Target age group: children, teen, adult, etc.	ISBN A (book only,  no CD/CD-ROM)	ISBN B (with audio CD) (Dominoes & Classic Tales w/ CD/CD-ROM) 	ISBN C (wtih MP3 CD)	ISBN D (eBook)	ISBN E (?)	Copyright  Year	Year First Published	In print?	Notes on publishing history, awards, special features, etc.
ODM2	Oxford U. Press	Lost World	Sir Arthur Conan Doyle	Dominoes 2nd Edition	2	700 	Elementary (H)	A2/B1	2.6-2.8	10,222 		A		Y	5 	F	TV & Film Adventure	upper-primary / lower-secondary	9780194248808	9780194248327	9780194639668				2010	Y	Audio-BrE
ODM2	Oxford U. Press	Nicholas Nickleby	Charles Dickens	Dominoes 2nd Edition	2	700 	Elementary (H)	A2/B1	2.6-2.8	9,004 		A		Y	5 	F	World Literature	upper-primary / lower-secondary	9780194248860	9780194248389	9780194639637				2010	Y	Audio-BrE
ODM2		Octopussy and the Living Daylights	Ian Fleming	Dominoes 2nd Edition	2	700 	Elementary (H)	A2/B1	2.6-2.8	8,319		A			5 	F	TV & Film Adventure	upper-primary / lower-secondary	9780194248952		9780194628433				2016	Y	Audio-BrE
ODM2	Oxford U. Press	Saladin	Nina Prentice	Dominoes 2nd Edition	2	700 	Elementary (H)	A2/B1	2.6-2.8	9,535		A		Y	5 	F	True Tales	upper-primary / lower-secondary	9780194248945	9780194248464	9780194639729				2010	Y	Audio-BrE
ODM2	Oxford U. Press	Sherlock Holmes - The Norwood Mystery	Sir Arthur Conan Doyle	Dominoes 2nd Edition	2	700 	Elementary (H)	A2/B1	2.6-2.8	9,430 		A		Y	5 	F	Mystery & Horror	upper-primary / lower-secondary	9780194248839	9780194248358	9780194639644				2010	Y	Audio-BrE
ODM2	Oxford U. Press	Three Musketeers	Alexandre Dumas	Dominoes 2nd Edition	2	700 	Elementary (H)	A2/B1	2.6-2.8	9,057 		A		Y	5 	F	World Literature	upper-primary / lower-secondary	9780194248877	9780194248396	9780194639675				2010	Y	Audio-BrE
ODM2	Oxford U. Press	Turn of the Screw	Henry James	Dominoes 2nd Edition	2	700 	Elementary (H)	A2/B1	2.6-2.8	8,326 		A		Y	5 	F	Mystery & Horror	upper-primary / lower-secondary	9780194248891	9780194248419	9780194639682				2010	Y	Audio-BrE
ODM2	Oxford U. Press	Typhoon	Joseph Conrad,  Text adaptation by Tim Herdon	Dominoes 2nd Edition	2	700 	Elementary (H)	A2/B1	2.6-2.8	9,041 		A		Y	5 	F	Human Interest	upper-primary / lower-secondary	9780194248938	9780194248457	9780194639705				2010	Y	Audio-BrE
ODM2	Oxford U. Press	V is for Vampire	Lesley Thompson	Dominoes 2nd Edition	2	700 	Elementary (H)	A2/B1	2.6-2.8	9,075 		A		Y	5 	F	Mystery & Horror	upper-primary / lower-secondary	9780194249836	9780194249676	9780194639699				2013	Y	Audio-AmE
ODM2		Virtual Friends	Helen Salte	Dominoes 2nd Edition	2	700 	Elementary (H)	A2/B1	2.6-2.8	8,213 		A			5 	F			9780194245746		9780194639699				2016	Y	Audio-BrE
ODM2	Oxford U. Press	War Horse	Michael Morpurgo	Dominoes 2nd Edition	2	700 	Elementary (H)	A2/B1	2.6-2.8	9,068 		A		N	5 	F	TV & Film Adventure	upper-primary / lower-secondary	9780194249829	9780194249669					2013	Y	LLLA FINALIST 2014; Audio-BrE
ODM2	Oxford U. Press	White Fang	Jack London	Dominoes 2nd Edition	2	700 	Elementary (H)	A2/B1	2.6-2.8	8,440 		A		Y	5 	F	TV & Film Adventure	upper-primary / lower-secondary	9780194248822	9780194248341	9780194639712				2010	Y	Audio-AmE
ODM3		Conan the Barbarian: Red Nails	Robert E. Howard, Text adaptation by Bill Bowler	Dominoes 2nd Edition	3	1,000 	Intermediate (E)	B1	3.2-3.4	11,844 		A			6 	F			9780194249843	9780194249683	9780194639750				2016	Y	Audio-AmE; Formerly published as "Tales of Conan the Barbarian"
ODM3	Oxford U. Press	Count of Monte Cristo	Alexandre Dumas,  Text adaptation by Clare West	Dominoes 2nd Edition	3	1,000 	Intermediate (E)	B1	3.2-3.4	18,222 		A		Y	6 	F	World Literature	upper-primary / lower-secondary	9780194248198	9780194247771	9780194639767				2010	Y	Audio-BrE
ODM3	Oxford U. Press	Curious Case of Benjamin Button, The	F. Scott Fitzgerald	Dominoes 2nd Edition	3	1,000 	Intermediate (E)	B1	3.2-3.4	12,618 		A		Y	6 	F	Story Collections	upper-primary / lower-secondary	9780194249270	9780194249256	9780194639743				2010	Y	Audio-AmE
ODM3	Oxford U. Press	Dian & the Gorillas	Norma Shapiro	Dominoes 2nd Edition	3	1,000 	Intermediate (E)	B1	3.2-3.4	15,057 		A		Y	6 	F	True Tales	upper-primary / lower-secondary	9780194248273	9780194247856	9780194639774				2010	Y	Audio-AmE
ODM3	Oxford U. Press	Faithful Ghost and Other Tall Stories, The	Bill Bowler	Dominoes 2nd Edition	3	1,000 	Intermediate (E)	B1	3.2-3.4	12,933 		A		Y	6 	F	Story Collections	upper-primary / lower-secondary	9780194248259	9780194247832	9780194639781				2010	Y	Audio-BrE
ODM3	Oxford U. Press	Hard Times	Charles Dickens,  Text adaptation by Susan Kingsley	Dominoes 2nd Edition	3	1,000 	Intermediate (E)	B1	3.2-3.4	14,121 		A		Y	6 	F	World Literature	upper-primary / lower-secondary	9780194248204	9780194247788	9780194639736				2010	Y	Audio-BrE
ODM3	Oxford U. Press	Last of the Mohicans	James Fenimore Cooper,  Text adaptation by Bill Bowler	Dominoes 2nd Edition	3	1,000 	Intermediate (E)	B1	3.2-3.4	15,107 		A		Y	6 	F	TV & Film Adventure	upper-primary / lower-secondary	9780194248181	9780194247764	9780194639798				2010	Y	Audio-AmE
ODM3	Oxford U. Press	Little House on the Prairie	Laura Ingalls Wilder,  Text adaptation by Jann Huizenga	Dominoes 2nd Edition	3	1,000 	Intermediate (E)	B1	3.2-3.4	14,895 		A		Y	6 	F	TV & Film Adventure	upper-primary / lower-secondary	9780194248174	9780194247757					2010	Y	Audio-AmE
ODM3	Oxford U. Press	Mansfield Park	Jane Austen	Dominoes 2nd Edition	3	1,000 	Intermediate (E)	B1	3.2-3.4	13,069 		A		Y	6 	F	World Literature	upper-primary / lower-secondary	9780194248280	9780194247863	9780194639804				2010	Y	Audio-BrE
ODM3	Oxford U. Press	Moonstone, The	Wilkie Collins	Dominoes 2nd Edition	3	1,000 	Intermediate (E)	B1	3.2-3.4	12,981 		A		Y	6 	F	Mystery & Horror	upper-primary / lower-secondary	9780194248211	9780194247795	9780194639835				2010	Y	Audio-BrE
ODM3	Oxford U. Press	My Family and Other Animals	Gerald Durrell,  Text adaptation by Bill Bowler	Dominoes 2nd Edition	3	1,000 	Intermediate (E)	B1	3.2-3.4	14,085 		A		Y	6 	F	Human Interest	upper-primary / lower-secondary	9780194248242	9780194247825					2010	Y	Audio-BrE
ODM3	Oxford U. Press	Revolution	Jann Huizenga and Linda Huizenga	Dominoes 2nd Edition	3	1,000 	Intermediate (E)	B1	3.2-3.4	13,324 		A		Y	6 	F	True Tales	upper-primary / lower-secondary	9780194248266	9780194247849	9780194639811				2010	Y	Audio-AmE
ODM3	Oxford U. Press	Secret Agent	Joseph Conrad,  Text adaptation by Lesley Thompson	Dominoes 2nd Edition	3	1,000 	Intermediate (E)	B1	3.2-3.4	14,554 		A		Y	6 	F	Mystery & Horror	upper-primary / lower-secondary	9780194248228	9780194247801	9780194639842				2010	Y	Audio-BrE
ODM3	Oxford U. Press	Sherlock Holmes - The Sign of Four	Sir Arthur Conan Doyle,  Text adaptation by Jermy Page	Dominoes 2nd Edition	3	1,000 	Intermediate (E)	B1	3.2-3.4	13,857 		A		Y	6 	F	Mystery & Horror	upper-primary / lower-secondary	9780194248235	9780194247818	9780194639828				2010	Y	Audio-BrE
ODM3	Oxford U. Press	Tales of Conan the Barbarian	Robert E. Howard	Dominoes 2nd Edition	3	1,000 	Intermediate (E)	B1	3.2-3.4	11,844 		A		N	6 	F	TV & Film Adventure	upper-primary / lower-secondary	9780194249843	9780194249683					2013	N	Re-issued as "Conan the Barbarian: Red Nails"
ODM3	Oxford U. Press	Vesuvius Mosaic, The	Joyce Hannam	Dominoes 2nd Edition	3	1,000 	Intermediate (E)	B1	3.2-3.4	11,549 		A		Y	6 	F	Human Interest	upper-primary / lower-secondary	9780194248297	9780194247870	9780194639859				2011	Y	Audio-BrE
OPERS		Folk Tales from around the World	Rosemary Border	Oxford Progressive English Readers	Starter														9780195971477							Y	
OPERS		Heroes and Heroines	Retold by Philip Popescu	Oxford Progressive English Readers	Starter														9780195971484							Y	
OPERS		Ant and the Grasshopper and Other Stories, The	Aesop; Retold by David Foulds	Oxford Progressive English Readers	Starter														9780195971514							Y	
OPERS		Brave Little Tailor and Other Stories	Katherine Mattock	Oxford Progressive English Readers	Starter														9780195971507							Y	
OPERS		Emperor's New Clothes and Other Stories, The	Hans Christian Andersen  Retold by Janice Tibbetts	Oxford Progressive English Readers	Starter														9780195971491							Y	
OPER1		Alice's Adventures in Wonderland	Lewis Carroll	Oxford Progressive English Readers	Grade 1														9780195971293							Y	
OPER1		Golden Goose and Other Stories, The	Retold by David Foulds	Oxford Progressive English Readers	Grade 1														9780195971309							Y	
OPER1		Little Women	Louisa M. Alcott	Oxford Progressive English Readers	Grade 1														9780195971286							Y	
OPER1		Tales from the Arabian Nights		Oxford Progressive English Readers	Grade 1														9780195971316							Y	
OPER1		Treasure Island	Robert Louis Stevenson	Oxford Progressive English Readers	Grade 1														9780195971323							Y	
OPER1		Wizard of Oz, The	L. Frank Baum	Oxford Progressive English Readers	Grade 1														9780195971330							Y	
OPER2		Adventures of Sherlock Holmes	Sir Arthur Canon Doyle	Oxford Progressive English Readers	Grade 2														9780195971354							Y	
OPER2		Christmas Carol, A	Charles Dickens	Oxford Progressive English Readers	Grade 2														9780195971347							Y	
OPER2		Golden Touch and Other Stories, The	Edited by David Foulds	Oxford Progressive English Readers	Grade 2														9780195971392							Y	
OPER2		Gulliver's Travels	Jonathan Swift	Oxford Progressive English Readers	Grade 2														9780195971361							Y	
OPER2		Jungle Book, The	Rudyard Kipling	Oxford Progressive English Readers	Grade 2														9780195971378							Y	
OPER2		Midsummer Night's Dream and Other Stories from Shakespeare's Plays	Edited by David Foulds	Oxford Progressive English Readers	Grade 2														9780195971385							Y	
OPER2	Oxford U. Press	Prince and the Pauper, The		Oxford Progressive English Readers	Grade 2	2,100 	Upper Int. (M)							N	7 				978-0-19-545543-4							Y	
OPER2	Oxford U. Press	Stone Junk and Other stories, The		Oxford Progressive English Readers	Grade 2	2,100 	Upper Int. (M)							N	7 				978-0-19-546237-1							Y	
OPER2	Oxford U. Press	Talking Tree and Other Stories, The		Oxford Progressive English Readers	Grade 2	2,100 	Upper Int. (M)							N	7 				978-0-19-545544-1							Y	
OPER2	Oxford U. Press	Through the Looking Glass		Oxford Progressive English Readers	Grade 2	2,100 	Upper Int. (M)							N	7 				978-0-19-546238-8							Y	
OPER3	Oxford U. Press	Adventures of Huckleberry Finn, The		Oxford Progressive English Readers	Grade 3	3,100 	Advanced (E)							N	8 				978-0-19-546243-2							Y	
OPER3	Oxford U. Press	Adventures of Tom Sawyer, The		Oxford Progressive English Readers	Grade 3	3,100 	Advanced (E)							N	8 				978-0-19-597142-2							Y	
OPER3	Oxford U. Press	Around the World in Eighty Days	Jules Verne	Oxford Progressive English Readers	Grade 3	3,100 	Advanced (E)							Y	8 				978-0-19-597143-9							Y	
OPER3	Oxford U. Press	Canterville Ghost and Other Stories, The	Oscar Wilde	Oxford Progressive English Readers	Grade 3	3,100 	Advanced (E)							N	8 				978-0-19597145-3							Y	
OPER3	Oxford U. Press	David Copperfield	Charles Dickens	Oxford Progressive English Readers	Grade 3	3,100 	Advanced (E)							N	8 				978-0-19-597140-8							Y	
OPER3	Oxford U. Press	Fog and Other stories		Oxford Progressive English Readers	Grade 3	3,100 	Advanced (E)							N	8 				978-0-19-545552-6							Y	
OPER3	Oxford U. Press	Further Adventures of Sherlock Holmes		Oxford Progressive English Readers	Grade 3	3,100 	Advanced (E)							N	8 				978-0-19-545548-9							Y	
OPER3	Oxford U. Press	Great Expectations	Charles Dickens	Oxford Progressive English Readers	Grade 3	3,100 	Advanced (E)							N	8 				978-0-19-545547-2							Y	
OPER3	Oxford U. Press	Gulliver's Travels - Further Voyages		Oxford Progressive English Readers	Grade 3	3,100 	Advanced (E)							Y	8 				978-0-19-546244-9							Y	
OPER3	Oxford U. Press	Hound of the Baskervilles, The		Oxford Progressive English Readers	Grade 3	3,100 	Advanced (E)							N	8 				978-0-19-546242-5							Y	
OPER3	Oxford U. Press	Merchant of Venice, The and Other Stories from Shakespeare's Plays	Edited by David Foulds	Oxford Progressive English Readers	Grade 3	3,100 	Advanced (E)							N	8 				978-0-19-597144-6							Y	
OPER3	Oxford U. Press	Missing Scientist, The		Oxford Progressive English Readers	Grade 3	3,100 	Advanced (E)							N	8 				978-0-19-546246-3							Y	
OPER3	Oxford U. Press	Pickwick Papers, The		Oxford Progressive English Readers	Grade 3	3,100 	Advanced (E)							N	8 				978-0-19-546245-6							Y	
OPER3	Oxford U. Press	Robinson Crusoe	Daniel Defoe	Oxford Progressive English Readers	Grade 3	3,100 	Advanced (E)							N	8 				978-0-19-597141-5							Y	
OPER3	Oxford U. Press	Stories from Shakespeare's Histories		Oxford Progressive English Readers	Grade 3	3,100 	Advanced (E)							N	8 				978-0-19-546247-0							Y	
OPER3	Oxford U. Press	Tale of Two Cities, A		Oxford Progressive English Readers	Grade 3	3,100 	Advanced (E)							N	7 				978-0-19-545549-6							Y	
OPER3	Oxford U. Press	Tales of Crime and Detection		Oxford Progressive English Readers	Grade 3	3,100 	Advanced (E)							N	8 				978-0-19-545550-2							Y	
OPER3	Oxford U. Press	Two Boxes of Gold and Other Stories		Oxford Progressive English Readers	Grade 3	3,100 	Advanced (E)							N	8 				978-0-19-545551-9							Y	
OPER4	Oxford U. Press	Dr Jekyll and Mr Hyde and Other Stories		Oxford Progressive English Readers	Grade 4	3,700 	Advanced (H)							N	9 				978-0-19-545557-1							Y	
OPER4	Oxford U. Press	Gifts and Other Stories, The		Oxford Progressive English Readers	Grade 4	3,700 	Advanced (H)							N	9 				978-0-19-545555-7							Y	
OPER4		Journey to the Centre of the Earth	Jules Verne	Oxford Progressive English Readers	Grade 4	3,700 	Advanced (H)												9780195462487								
OPER4		King Solomon's Mines		Oxford Progressive English Readers	Grade 4	3,700 	Advanced (H)												9780195462494								
OPER4	Oxford U. Press	Night of Terror, A & Other Strange Stories		Oxford Progressive English Readers	Grade 4	3,700 	Advanced (H)							N	8 				978-0-19-545558-8							Y	
OPER4	Oxford U. Press	Othello and Other Stories from Shakespeare's Plays		Oxford Progressive English Readers	Grade 4	3,700 	Advanced (H)							N	9 				978-0-19-545553-3							Y	
OPER4	Oxford U. Press	Picture of Dorian Gray, The		Oxford Progressive English Readers	Grade 4	3,700 	Advanced (H)							N	9 				978-0-19-545554-0							Y	
OPER4	Oxford U. Press	Seven Stories		Oxford Progressive English Readers	Grade 4	3,700 	Advanced (H)							N	9 				978-0-19-545556-4							Y	
OPER5	Oxford U. Press	Dracula		Oxford Progressive English Readers	Grade 5	5,000 	Advanced (H)							N	9 				978-0-19-545564-9							Y	
OPER5	Oxford U. Press	Frankenstein		Oxford Progressive English Readers	Grade 5	5,000 	Advanced (H)							N	9 				978-0-19-545560-1							Y	
OPER5	Oxford U. Press	Kidnapped		Oxford Progressive English Readers	Grade 5	5,000 	Advanced (H)							N	9 				978-0-19-545559-5							Y	
OPER5	Oxford U. Press	Major of Casterbridge, The		Oxford Progressive English Readers	Grade 5	5,000 	Advanced (H)							N	9 				978-0-19-545563-2							Y	
OPER5	Oxford U. Press	Pride and Prejudice	Jane Austen	Oxford Progressive English Readers	Grade 5	5,000 	Advanced (H)							N	9 				978-0-19-545562-5							Y	
OPER5	Oxford U. Press	Wuthering Heights		Oxford Progressive English Readers	Grade 5	5,000 	Advanced (H)							N	9 				978-0-19-545561-8							Y	
ORD1	Oxford U. Press	Art	Richard Northcott 	Oxford Read and Discover	1	300 	Elementary (E)	A1	1.0-1.2	668		A		N	2 	NF	The World of Arts & Social Studies	Children/Teens	9780194646345	9780194646444	9780194021333			2013	2013	Y	
ORD1	Oxford U. Press	At the Beach	Rachel Bladon	Oxford Read and Discover	1	300 	Elementary (E)	A1	1.0-1.2	707		A		Y	2 	NF	The Natural World	Children/Teens	9780194646284	9780194646383	9780194021357			2012	2012	Y	
ORD1	Oxford U. Press	Eyes	Rod Sved	Oxford Read and Discover	1	300 	Elementary (E)	A1	1.0-1.2	672		A		Y	2 	NF	The World of Science & Technology	Children/Teens	9780194646291	9780194646949	9780194021371			2012	2012	Y	
ORD1	Oxford U. Press	Fruit	Louise Spilsbury	Oxford Read and Discover	1	300 	Elementary (E)	A1	1.0-1.2	680		A		N	2 	NF	The World of Science & Technology	Children/Teens	9780194646321	9780194646390	9780194021395			2013	2013	Y	
ORD1	Oxford U. Press	In the Sky	Kamini Khanduri	Oxford Read and Discover	1	300 	Elementary (E)	A1	1.0-1.2	692		A		Y	2 	NF	The Natural World	Children/Teens	9780194646307	9780194646420	9780194021418			2012	2012	Y	
ORD1	Oxford U. Press	Schools	Richard Northcott	Oxford Read and Discover	1	300 	Elementary (E)	A1	1.0-1.2	659		A		Y	2 	NF	The World of Arts & Social Studies	Children/Teens	9780194646277	9780194646406	9780194021432			2012	2012	Y	
ORD1	Oxford U. Press	Trees	Rachel Bladon	Oxford Read and Discover	1	300 	Elementary (E)	A1	1.0-1.2	692		A		N	2 	NF	The World of Science & Technology	Children/Teens	9780194646369	9780194646376	9780194021456			2013	2013	Y	
ORD1	Oxford U. Press	Wheels	Rob Sved	Oxford Read and Discover	1	300 	Elementary (E)	A1	1.0-1.2	675		A		Y	2 	NF	The World of Science & Technology	Children/Teens	9780194646314	9780194646468	9780194021470			2012	2012	Y	
ORD1	Oxford U. Press	Wild Cats	Rob Sved	Oxford Read and Discover	1	300 	Elementary (E)	A1	1.0-1.2	668		A		N	2 	NF	The Natural World	Children/Teens	9780194646352	9780194646413	9780194021494			2013	2013	Y	
ORD1	Oxford U. Press	Young Animals	Rachel Bladon	Oxford Read and Discover	1	300 	Elementary (E)	A1	1.0-1.2	706		A		N	2 	NF	The Natural World	Children/Teens	9780194646338	9780194646451	9780194021517			2013	2013	Y	
ORD2	Oxford U. Press	Camouflage	Kamini Khanduri	Oxford Read and Discover	2	450 	Elementary (E)	A1	1.2-1.4	842		A		N	3 	NF	The Natural World	Children/Teens	9780194646840					2013	2013	Y	
ORD2	Oxford U. Press	Cities	Richard Northcott	Oxford Read and Discover	2	450 	Elementary (E)	A1	1.2-1.4	831		A		Y	3 	NF	The World of Arts & Social Studies	Children/Teens	9780194646826	9780194644198	9780194021555			2012	2012	Y	
ORD2	Oxford U. Press	Earth	Richard Northcott	Oxford Read and Discover	2	450 	Elementary (E)	A1	1.2-1.4	820		A		Y	3 	NF	The Natural World	Children/Teens	9780194646796	9780194646925	9780194021579			2012	2012	Y	
ORD2	Oxford U. Press	Electricity	Louise Spilsbury	Oxford Read and Discover	2	450 	Elementary (E)	A1	1.2-1.4	801		A		N	3 	NF	The World of Science & Technology	Children/Teens	9780194646857	9780194646895	9780194021593			2013	2013	Y	
ORD2	Oxford U. Press	Farms	Rachel Bladon	Oxford Read and Discover	2	450 	Elementary (E)	A1	1.2-1.4	828		A		Y	3 	NF	The Natural World	Children/Teens	9780194646833	9780194646956	9780194021616			2012	2012	Y	
ORD2	Oxford U. Press	In the Mountains	Richard Northcott	Oxford Read and Discover	2	450 	Elementary (E)	A1	1.2-1.4	818		A		N	3 	NF	The Natural World	Children/Teens	9780194646871	9780194646932	9780194021630			2013	2013	Y	
ORD2	Oxford U. Press	Jobs	Kamini Khanduri	Oxford Read and Discover	2	450 	Elementary (E)	A1	1.2-1.4	837		A		N	3 	NF	The World of Arts & Social Studies	Children/Teens	9780194646864	9780194646970	9780194021654			2013	2013	Y	
ORD2	Oxford U. Press	Plastic	Louise Spilsbury	Oxford Read and Discover	2	450 	Elementary (E)	A1	1.2-1.4	800		A		N	3 	NF	The World of Science & Technology	Children/Teens	9780194646888	9780194646963	9780194021678			2013	2013	Y	
ORD2	Oxford U. Press	Sunny and Rainy	Louise Spilsbury	Oxford Read and Discover	2	450 	Elementary (E)	A1	1.2-1.4	803		A		Y	3 	NF	The World of Science & Technology	Children/Teens	9780194646802	9780194646987	9780194021692			2012	2012	Y	
ORD2	Oxford U. Press	Your Body	Louise Spilsbury	Oxford Read and Discover	2	450 	Elementary (E)	A1	1.2-1.4	855		A		Y	3 	NF	The World of Science & Technology	Children/Teens	9780194646819	9780194646901	9780194021715			2012	2012	Y	
ORD3	Oxford U. Press	Amazing Minibeasts	Cheryl Palin	Oxford Read and Discover	3	600 	Elementary (M)	A1	1.4-1.6	1,249 		A		Y	3 	NF	The Natural World	Children/Teens	9780194643795					2010	2010	Y	
ORD3	Oxford U. Press	Animals in the Air	Robert Quinn	Oxford Read and Discover	3	600 	Elementary (M)	A1	1.4-1.6	1368		A		Y	3 	NF	The Natural World	Children/Teens	9780194643856	9780194644259	9780194021753			2012	2012	Y	
ORD3	Oxford U. Press	Festivals Around the World	Richard Northcott	Oxford Read and Discover	3	600 	Elementary (M)	A1	1.4-1.6	1323		A		Y	3 	NF	The World of Arts and Social Studies	Children/Teens	9780194643825	9780194644228	9780194021777			2012	2012	Y	
ORD3	Oxford U. Press	Free Time Around the World	Julie Penn	Oxford Read and Discover	3	600 	Elementary (M)	A1	1.4-1.6	1,330 		A		Y	3 	NF	The World of Arts & Social Studies	Children/Teens	9780194643788	9780194644181	9780194021791			2010	2010	Y	
ORD3	Oxford U. Press	How We Make Products	Alex Raynham	Oxford Read and Discover	3	600 	Elementary (M)	A1	1.4-1.6	1307		A		Y	3 	NF	The World of Science & Technology	Children/Teens	9780194643832	9780194644235	9780194021814			2012	2012	Y	
ORD3	Oxford U. Press	Life in Rainforests	Cheryl Palin	Oxford Read and Discover	3	600 	Elementary (M)	A1	1.4-1.6	1395		A		Y	3 	NF	The Natural World	Children/Teens	9780194643801	9780194644204	9780194021838			2012	2012	Y	
ORD3	Oxford U. Press	Sound and Music	Richard Northcott	Oxford Read and Discover	3	600 	Elementary (M)	A1	1.4-1.6	1370		A		Y	3 	NF	The World of Science & Technology	Children/Teens	9780194643849	9780194644242	9780194021852			2012	2012	Y	
ORD3	Oxford U. Press	Super Structures	Fiona Undrill	Oxford Read and Discover	3	600 	Elementary (M)	A1	1.4-1.6	1,200 		A		Y	3 	NF	The World of Science and Technology	Children/Teens	9780194643818	9780194644211	9780194021876			2010	2010	Y	
ORD3	Oxford U. Press	Wonderful Water	Cheryl Palin	Oxford Read and Discover	3	600 	Elementary (M)	A1	1.4-1.6	1,273 		A		Y	3 	NF	The Natural World	Children/Teens	9780194643764	9780194644167	9780194021890			2010	2010	Y	
ORD3	Oxford U. Press	Your Five Senses	Robert Quinn	Oxford Read and Discover	3	600 	Elementary (M)	A1	1.4-1.6	1,343 		A		Y	3 	NF	The World of Science and Technology	Children/Teens	9780194643771	9780194644174	9780194021913			2010	2010	Y	
ORD4	Oxford U. Press	All About Desert Life	Julie Penn	Oxford Read and Discover	4	750 	Elementary (H)	A1	1.8-2.0	1,692 		A		Y	3 	NF	The Natural World	Children/Teens	9780194644426	9780194644822	9780194021937			2012	2012	Y	
ORD4	Oxford U. Press	All About Ocean Life	Rachel Bladon	Oxford Read and Discover	4	750 	Elementary (H)	A1	1.8-2.0	1,665 		A		Y	4 	NF	The Natural World	Children/Teens	9780194644396	9780194644792	9780194021975			2010	2010	Y	
ORD4	Oxford U. Press	All About Plants	Julie Penn	Oxford Read and Discover	4	750 	Elementary (H)	A1	1.8-2.0	1,729 		A		Y	4 	NF	The World of Science & Technology	Children/Teens	9780194644402	9780194644808	9780194021999			2010	2010	Y	
ORD4	Oxford U. Press	Animals At Night	Rachel Bladon	Oxford Read and Discover	4	750 	Elementary (H)	A1	1.8-2.0	1,746 		A		Y	4 	NF	The Natural World	Children/Teens	9780194644464	9780194644860	9780194022019			2012	2012	Y	
ORD4	Oxford U. Press	Animals In Art	Richard Northcott	Oxford Read and Discover	4	750 	Elementary (H)	A1	1.8-2.0	1,754 		A		Y	4 	NF	The World of Arts & Social Studies	Children/Teens	9780194644433	9780194644839	9780194022040			2012	2012	Y	LLLA Finalist 2011
ORD4	Oxford U. Press	How To Stay Healthy	Julie Penn	Oxford Read and Discover	4	750 	Elementary (H)	A1	1.8-2.0	1,634 		A		Y	4 	NF	The World of Science & Technology	Children/Teens	9780194644457	9780194644853	9780194022064			2012	2012	Y	
ORD4	Oxford U. Press	Incredible Earth	Richard Northcott	Oxford Read and Discover	4	750 	Elementary (H)	A1	1.8-2.0	1,700 		A		Y	4 	NF	The Natural World	Children/Teens	9780194644389	9780194644785	9780194022088			2010	2010	Y	
ORD4	Oxford U. Press	Machines Then and Now	Robert Quinn	Oxford Read and Discover	4	750 	Elementary (H)	A1	1.8-2.0	1,663 		A		Y	4 	NF	The World of Science & Technology	Children/Teens	9780194644372	9780194644778	9780194021951			2010	2010	Y	
ORD4	Oxford U. Press	Why We Recycle	Fiona Undrill	Oxford Read and Discover	4	750 	Elementary (H)	A1	1.8-2.0	1,701 		A		Y	4 	NF	The World of Science & Technology	Children/Teens	9780194644440	9780194644846	9780194022101			2012	2012	Y	
ORD4	Oxford U. Press	Wonders Of the Past	Kathryn Harper	Oxford Read and Discover	4	750 	Elementary (H)	A1	1.8-2.0	1,724 		A		Y	4 	NF	The World of Arts & Social Studies	Children/Teens	9780194644419	9780194644815	9780194022125			2010	2010	Y	
ORD5	Oxford U. Press	All About Islands	James Styring	Oxford Read and Discover	5	900 	Intermediate (E)	A2/B1	2.2-2.4	3,457 		A		Y	4 	NF	The Natural World	Children/Teens	9780194645034	9780194645430	9780194022149			2012	2012	Y	
ORD5	Oxford U. Press	Animal Life Cycles	Rachel Bladon	Oxford Read and Discover	5	900 	Intermediate (E)	A2/B1	2.2-2.4	3,437 		A		Y	4 	NF	The Natural World	Children/Teens	9780194645027	9780194645423	9780194022163			2012	2012	Y	
ORD5	Oxford U. Press	Exploring Our World	Jacqueline Martin	Oxford Read and Discover	5	900 	Intermediate (E)	B1	2.2-2.4	3,489 		A		Y	4 	NF	The Natural World	Children/Teens	9780194645003	9780194645409	9780194022187			2010	2010	Y	
ORD5	Oxford U. Press	Great Migrations	Rachel Bladon	Oxford Read and Discover	5	900 	Intermediate (E)	B1	2.2-2.4	3,463 		A		Y	4 	NF	The Natural World	Children/Teens	9780194645010	9780194645416	9780194022200			2010	2010	Y	
ORD5	Oxford U. Press	Homes Around the World	Jacqueline Martin	Oxford Read and Discover	5	900 	Intermediate (E)	B1	2.2-2.4	3,357 		A		Y	4 	NF	The World of Arts & Social Studies	Children/Teens	9780194644976	9780194645379	9780194022224			2010	2010	Y	
ORD5	Oxford U. Press	Materials To Products	Alex Raynham	Oxford Read and Discover	5	900 	Intermediate (E)	A2/B1	2.2-2.4	3,437 		A		Y	4 	NF	The World of Science & Technology	Children/Teens	9780194645058	9780194645454	9780194022248			2012	2012	Y	
